一,0
丁,1
七,2
丈,3
三,4
上,5
下,6
不,7
丏,8
丐,9
丑,10
且,11
丕,12
世,13
丘,14
丙,15
丞,16
丟,17
並,18
丫,19
中,20
丰,21
串,22
丸,23
丹,24
主,25
乂,26
乃,27
久,28
乇,29
么,30
之,31
乍,32
乎,33
乏,34
乒,35
乓,36
乖,37
乘,38
乙,39
九,40
乞,41
也,42
乩,43
乳,44
乾,45
亂,46
了,47
予,48
争,49
事,50
二,51
亍,52
于,53
云,54
互,55
五,56
井,57
亙,58
些,59
亞,60
亟,61
亡,62
亢,63
交,64
亥,65
亦,66
亨,67
享,68
京,69
亭,70
亮,71
亳,72
亶,73
亹,74
人,75
什,76
仁,77
仃,78
仄,79
仆,80
仇,81
今,82
介,83
仍,84
仔,85
仕,86
他,87
仗,88
付,89
仙,90
仜,91
仝,92
仞,93
仟,94
仡,95
代,96
令,97
以,98
仭,99
仰,100
仲,101
仳,102
仵,103
件,104
任,105
份,106
仿,107
企,108
伉,109
伊,110
伍,111
伎,112
伏,113
伐,114
休,115
伕,116
伙,117
伯,118
估,119
伴,120
伶,121
伸,122
伺,123
似,124
伽,125
佃,126
但,127
佇,128
佈,129
位,130
低,131
住,132
佐,133
佑,134
佔,135
何,136
佗,137
佘,138
余,139
佚,140
佛,141
作,142
佝,143
佞,144
佟,145
你,146
佣,147
佩,148
佬,149
佯,150
佰,151
佳,152
併,153
佻,154
佼,155
佾,156
使,157
侃,158
侄,159
來,160
侈,161
例,162
侍,163
侏,164
侑,165
侖,166
侗,167
供,168
依,169
侣,170
侮,171
侯,172
侵,173
侶,174
侷,175
便,176
係,177
促,178
俄,179
俊,180
俎,181
俏,182
俐,183
俑,184
俗,185
俘,186
俚,187
俛,188
保,189
俞,190
俟,191
俠,192
信,193
修,194
俯,195
俱,196
俳,197
俶,198
俸,199
俺,200
俾,201
倀,202
倆,203
倉,204
個,205
倌,206
倍,207
倏,208
們,209
倒,210
倔,211
倖,212
倘,213
候,214
倚,215
倜,216
借,217
倡,218
倣,219
倥,220
倦,221
倨,222
倩,223
倪,224
倫,225
倭,226
值,227
偃,228
假,229
偈,230
偉,231
偌,232
偎,233
偏,234
偕,235
做,236
停,237
健,238
側,239
偵,240
偶,241
偷,242
偺,243
偽,244
傀,245
傅,246
傋,247
傍,248
傑,249
傖,250
傘,251
備,252
傚,253
傜,254
傢,255
催,256
傭,257
傯,258
傲,259
傳,260
傴,261
債,262
傷,263
傻,264
傾,265
僂,266
僅,267
僉,268
像,269
僑,270
僕,271
僖,272
僚,273
僥,274
僧,275
僬,276
僭,277
僮,278
僰,279
僱,280
僵,281
價,282
僻,283
儀,284
儂,285
億,286
儆,287
儈,288
儉,289
儐,290
儒,291
儔,292
儕,293
儘,294
償,295
儡,296
優,297
儲,298
儵,299
儷,300
儸,301
儻,302
儼,303
兀,304
允,305
元,306
兄,307
充,308
兆,309
兇,310
先,311
光,312
克,313
兌,314
免,315
兒,316
兔,317
兕,318
兗,319
兜,320
兢,321
入,322
內,323
全,324
兩,325
八,326
公,327
六,328
兮,329
共,330
兵,331
其,332
具,333
典,334
兼,335
冀,336
冉,337
冊,338
再,339
冑,340
冒,341
冕,342
冗,343
冠,344
冢,345
冤,346
冥,347
冪,348
冬,349
冰,350
冱,351
冶,352
冷,353
冽,354
准,355
凉,356
凋,357
凌,358
凍,359
凜,360
凝,361
几,362
凡,363
凭,364
凰,365
凱,366
凳,367
凶,368
凸,369
凹,370
出,371
函,372
刀,373
刁,374
刃,375
刄,376
分,377
切,378
刈,379
刊,380
刎,381
刑,382
划,383
刖,384
列,385
初,386
判,387
別,388
刨,389
利,390
刪,391
刮,392
到,393
制,394
刷,395
券,396
刺,397
刻,398
剁,399
剃,400
剄,401
則,402
剉,403
削,404
剋,405
剌,406
前,407
剎,408
剔,409
剖,410
剛,411
剜,412
剝,413
剟,414
剡,415
剩,416
剪,417
剮,418
副,419
割,420
剴,421
創,422
剷,423
剽,424
剿,425
劃,426
劇,427
劈,428
劉,429
劊,430
劌,431
劍,432
劑,433
劓,434
力,435
功,436
加,437
劣,438
助,439
努,440
劫,441
劬,442
劭,443
劾,444
勁,445
勃,446
勇,447
勉,448
勒,449
動,450
勖,451
勗,452
勘,453
務,454
勛,455
勝,456
勞,457
募,458
勢,459
勤,460
勦,461
勭,462
勰,463
勱,464
勳,465
勵,466
勷,467
勸,468
勺,469
勻,470
勾,471
勿,472
包,473
匆,474
匈,475
匍,476
匏,477
匐,478
匕,479
化,480
北,481
匙,482
匝,483
匠,484
匡,485
匣,486
匪,487
匭,488
匯,489
匱,490
匹,491
匾,492
匿,493
區,494
十,495
千,496
卅,497
升,498
午,499
卉,500
半,501
卑,502
卒,503
卓,504
協,505
南,506
博,507
卜,508
卞,509
占,510
卡,511
卦,512
卬,513
卮,514
卯,515
印,516
危,517
即,518
卵,519
卷,520
卸,521
卹,522
卻,523
卿,524
厄,525
厖,526
厚,527
厝,528
原,529
厥,530
厭,531
厲,532
厹,533
去,534
參,535
又,536
叉,537
及,538
友,539
反,540
叔,541
取,542
受,543
叛,544
叟,545
叠,546
叡,547
叢,548
口,549
古,550
句,551
另,552
叨,553
叩,554
只,555
叫,556
召,557
叭,558
叮,559
可,560
台,561
叱,562
史,563
右,564
叵,565
司,566
叼,567
吁,568
吃,569
各,570
吆,571
合,572
吉,573
吊,574
吋,575
同,576
名,577
后,578
吏,579
吐,580
向,581
吒,582
君,583
吝,584
吞,585
吟,586
吠,587
否,588
吧,589
吩,590
含,591
听,592
吭,593
吮,594
吱,595
吳,596
吵,597
吶,598
吸,599
吹,600
吻,601
吼,602
吾,603
呀,604
呂,605
呃,606
呆,607
呈,608
告,609
呎,610
呢,611
呦,612
周,613
呱,614
味,615
呵,616
呶,617
呷,618
呸,619
呻,620
呼,621
命,622
咀,623
咂,624
咄,625
咅,626
咆,627
咋,628
和,629
咎,630
咏,631
咐,632
咒,633
咕,634
咖,635
咚,636
咦,637
